"cleaned_comment"
"finally gave ken live autotune thats fye"
"ken carson proved opium tour history book"
"bro didnt even rap half album wtf"
"ohh shit good"
"need hardcore intro ong"
"best day ever"
"least blocked russia"
"cant believe carti decided visit child"
"concert goer pov phone camera better stream fr feel like opium member dont know properly film thing good angle"
"nice see carti still showing lil show hate festival sht"
"brilliant young artist"
"please staff actually performing song"
"dck ride ken century god work concert as literally stroll around stage"
"issue concert like album aint even released guy dont know lyric crowd dead af"
"finally got full stream"
"dawgs opium member"
"greatness"
"bro seem bored hell show doesnt even say lyric half time performing"
"shit hard"
"timestamps ken fighting demon second part vampire hour succubus singapore ft lone lone come hardcore lose jennifers body n kup overtime ken talk crowd rockstar lifestyle ken asks leaf download album green room pot nightcore nightcore paranoid ft lone need u freestyle go stop breathing carti lone flthy come rockstar made fen ft playboi carti fighting demon jennifers body overtime look could kill mdma ft lone sound cut sound come back money sex ft ken carson pot"
"agc generational album"
"playboi carti cum"
"agc top year fr"
"youtube still lame banning live"
"real music"
"young goat"
"album year"
"w album bro never miss"
"agc saved life"
"back w"
"time stampspssss"
"come"
"daddy ken saved life thank cutie patootie"
"back"
"loved stream best project yet"
"ken carson made history night"
"first"
"first"
"kenyatta lee frazier jr changed life"
"back"
"bro"
"finally unlisted"
"let gooo back"
"beat honestly carried"
"ken face opium"
"wish bro"
"wish couldve"
"yo"
"ken carson saved life"
"back"
"yo"
"back"
